Age,Left_Company,Travel_Frequency,Daily_Salary,Department,Commute_Distance,Education,Field_Of_Education,Employee_ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,Position,JobSatisfaction,Marital_State,Monthly_Salary,Monthly_PayRate,Companies_Worked,OverTime,Salary_Hike_Percentage,Performance_Score,Relationship_Score,Stock_Options,Years_Worked,Training_LastYear,Work_LifeScore,Years_In_Company,Current_RoleYears,Years_Since_Promotion,Years_With_Manager
0.6055394591377172,2.201711523403326,0.5965751115714149,0.7404630881447753,1.3963415257640621,-1.0263455945532036,-0.8687562794962144,-0.9384925162291159,-1.7020823110018142,-0.6623845537940205,-1.2357717357771767,1.3863267817337575,0.3702521836697836,0.19839677059523222,0.9791824966858343,1.1512309729885855,1.2192948715288996,0.14577183020210976,0.7356929783158855,2.1495800671801266,1.5888122369632998,-1.172012487849477,-0.4231116969990693,-1.5649404617990381,-0.926364489080072,-0.25148633042173024,-2.170679080295151,-2.4799039236107703,0.08862533077199634,0.10130347195194302,-0.7163299175743169,0.44125090933019806
1.527189245791447,-0.4541921088981884,-0.8994517066769027,-1.3103705333547762,-0.5023334998838387,-0.15680015301973016,-1.8462007906809115,-0.9384925162291159,-1.7004281375622032,0.25649784849045043,0.8092109335799788,-0.2391000089470515,-1.041469592661789,0.19839677059523222,0.5802902831031015,-0.6662087228674867,-0.1513607426725531,-0.09974661258910157,1.5029363068047084,-0.6651332957836082,-0.6294009932295728,2.1534002791257936,2.3634421054594474,1.2114981262090512,0.2351540626126336,0.09082909219824498,0.13935806935518377,0.33699042864397216,1.082753772291852,1.07740983223766,-0.263984051948695,1.0805744490708407
0.1447145658108522,2.201711523403326,0.5965751115714149,1.4157679622959034,-0.5023334998838387,-0.9021248171912789,-0.8687562794962144,1.3015213480102383,-1.6971197906829816,1.1753802507749214,0.8092109335799788,1.287816067147042,-1.041469592661789,-0.9617350179975159,-1.0152785712278303,0.24251112506054956,1.2192948715288996,-0.9646087980876907,-1.678974998945456,1.3453762491904881,1.5888122369632998,-0.06354156552438693,-0.4231116969990693,-0.6394609324630082,-0.926364489080072,-0.4226440417317178,0.13935806935518377,0.33699042864397216,-1.4025673315077873,-1.20017167509568,-0.7163299175743169,-1.157057940021408
-0.3161103275160129,-0.4541921088981884,-0.8994517066769027,1.4631140604836208,-0.5023334998838387,-0.7779040398293541,1.0861327428731793,-0.9384925162291159,-1.6954656172433704,1.1753802507749214,-1.2357717357771767,-0.4853767954138407,0.3702521836697836,-0.9617350179975159,0.5802902831031015,0.24251112506054956,-0.1513607426725531,-0.7316080974550115,1.255857946782884,-0.6651332957836082,1.5888122369632998,-1.172012487849477,-0.4231116969990693,0.2860185968730215,-0.926364489080072,-0.25148633042173024,0.13935806935518377,0.33699042864397216,0.5856895515319241,1.07740983223766,0.6407076793025489,-1.157057940021408
-1.0073476675063107,-0.4541921088981884,0.5965751115714149,-0.5328977631143629,-0.5023334998838387,-0.9021248171912789,-1.8462007906809115,0.5548500599304536,-1.692157270364149,-1.581266956078491,0.8092109335799788,-1.2734625121075664,0.3702521836697836,-0.9617350179975159,-1.0152785712278303,-0.6662087228674867,-0.1513607426725531,-0.5725758732136591,0.33327187363503086,2.5516819761749456,-0.6294009932295728,-0.8948947572682046,-0.4231116969990693,1.2114981262090512,0.2351540626126336,-0.5938017530417055,0.13935806935518377,0.33699042864397216,-0.9055031107478593,-0.5494341015718682,0.18836181367692695,-0.5177344002807657
-0.43131655084772913,-0.4541921088981884,-0.8994517066769027,0.4987487973969545,-0.5023334998838387,-0.9021248171912789,-0.8687562794962144,-0.9384925162291159,-1.690503096924538,1.1753802507749214,0.8092109335799788,0.6474964223333898,0.3702521836697836,-0.9617350179975159,-1.0152785712278303,1.1512309729885855,1.2192948715288996,-0.6863735292003156,-0.34068099855264555,-1.0672352047784275,-0.6294009932295728,-0.617777026686932,-0.4231116969990693,0.2860185968730215,-0.926364489080072,-0.25148633042173024,-0.6306543138615943,-1.071456747483399,0.3371574411519603,1.07740983223766,0.6407076793025489,0.7609126792005193
2.67925147910861,-0.4541921088981884,0.5965751115714149,1.2936648669696846,-0.5023334998838387,-0.7779040398293541,0.10868823168848239,0.5548500599304536,-1.6871947500453164,0.25649784849045043,-1.2357717357771767,0.7460071369201055,1.781973960001356,-0.9617350179975159,-1.0152785712278303,-1.5749285707955227,-0.1513607426725531,-0.7996021969070388,-0.6092444333589763,0.5411724312008497,1.5888122369632998,1.3220470873819758,2.3634421054594474,-1.5649404617990381,2.5581911659980454,0.4331445148182202,0.13935806935518377,-1.071456747483399,-1.1540352211278233,-1.20017167509568,-0.7163299175743169,-1.157057940021408
-0.6617289975111615,-0.4541921088981884,0.5965751115714149,1.3783894637266527,-0.5023334998838387,1.8307322847710663,-1.8462007906809115,-0.9384925162291159,-1.6855405766057054,1.1753802507749214,0.8092109335799788,0.056432134813095614,0.3702521836697836,-0.9617350179975159,-1.0152785712278303,0.24251112506054956,-1.5220163568740057,-0.7930588316878061,-0.13275636034206,-0.6651332957836082,-0.6294009932295728,1.876282548544521,2.3634421054594474,-0.6394609324630082,0.2351540626126336,-1.4495903095916434,-0.6306543138615943,0.33699042864397216,-1.1540352211278233,-1.20017167509568,-0.7163299175743169,-1.157057940021408
0.25992078914256844,-0.4541921088981884,-0.8994517066769027,-1.467360227345629,-0.5023334998838387,1.7065115074091415,0.10868823168848239,-0.9384925162291159,-1.6838864031660945,1.1753802507749214,0.8092109335799788,-1.076441082934135,-1.041469592661789,1.3585285591879803,-0.21749414406236434,0.24251112506054956,1.2192948715288996,1.150889626704253,-0.7756124137626875,-1.0672352047784275,-0.6294009932295728,1.5991648179632487,2.3634421054594474,-0.6394609324630082,-0.926364489080072,0.09082909219824498,-0.6306543138615943,0.33699042864397216,0.8342216619118881,1.07740983223766,-0.263984051948695,1.400236218941162
0.029508342479135925,-0.4541921088981884,0.5965751115714149,1.2313673693542668,-0.5023334998838387,2.203394616856841,0.10868823168848239,0.5548500599304536,-1.6822322297264836,0.25649784849045043,0.8092109335799788,1.3863267817337575,0.3702521836697836,0.19839677059523222,-1.813062998393296,0.24251112506054956,-0.1513607426725531,-0.06930573961267102,0.32549766894326865,1.3453762491904881,-0.6294009932295728,-0.617777026686932,-0.4231116969990693,-0.6394609324630082,1.3966726143053394,1.2889330713681582,0.13935806935518377,-1.071456747483399,0.3371574411519603,1.07740983223766,2.4500911418050366,1.0805744490708407
